00	248607
01	167419
02	109310
03	74554
04	48655
05	51303
06	129243
07	258287
08	354474
09	396886
10	426680
11	461473
12	501214
13	519957
14	562294
15	574223
16	576729
17	628476
18	657807
19	588182
20	512220
21	504582
22	463576
23	361473
